Package Name,Version
mpitests-mvapich2-psm2,3.2
mpitests-mvapich4-ofi,3.2
mpitests-mvapich4-ucx,3.2
mpitests-openmpi4,3.2
mpitests-openmpi5,3.2
mplus-fonts,20230116
mpop,1.4.18
mpris-ctl,0.8.5
mpt-firmware,1.0
mpv,0.40.0+git20250325.97cb16d68340
mpv-mpris,1.1
mpvpaper,1.7
mpvqt,1.1.1
mrboom,5.5
mrouted,4.5
mruby,3.4.0
ms-gsl,4.0.0
msgpack-c,6.1.0
msgpack-cxx,7.0.0
msgraph,0.3.3
msitools,0.103
msmtp,1.8.28
msoak,0.8
msr-safe,1.7.0
mstflint,4.33.0
mt-st,1.7
mt32emu,2.7.2
mtail,3.0.0rc51
mtd-utils,2.2.0
mtdev,1.1.6
mtools,4.0.45
mtpaint,3.50
mtr,0.95
mtxclient,0.10.1
muffin,6.4.1
mujs,1.3.2
multimon-ng,1.3.1
multipath-tools,0.14.3+212+suse.f5d32098
multiverse,0.7.0
mumble,1.5.857
mumps,5.3.5
mumps-mvapich2,5.3.5
mumps-openmpi4,5.3.5
mumps-openmpi5,5.3.5
mumps-ptscotch-openmpi4,5.3.5
mumps-ptscotch-openmpi5,5.3.5
mumps-scotch,5.3.5
munge,0.5.16
munin,2.0.72
muparser,2.3.4
muparserx,4.0.12
mupdf,1.24.9
mupen64plus,2.6.0
musepack,r475
musescore,4.3.2
musique,1.12
mustang-plug,1.4.3
mutt,2.2.16
mutter,48.4
mvapich2,2.3.7
mvapich2-psm2,2.3.7
mvapich4-ofi,4.1
mvapich4-ucx,4.1
mwic,0.7.10
mxml,3.3.1
mybatis-parent,31
mygnuhealth,2.2.1
mypaint-brushes1,1.3.1
myrlyn,1.0.0
myspell-dictionaries,20240321
mysql-connector-java,9.3.0
mysql-xml-to-csv,1.0.1
mythes,1.2.5
mytop,1.6
myxer,1.2.1~git0.f97f06a
nagios,4.5.4
nagios-rpm-macros,0.14
nagios-theme-switcher,1.4
nano,8.6
nanomsg,1.2.1
nanopb,0.4.8
nanosvg,2022.12.22
nanoxml,2.2.3
nasm,2.16.03
native-platform,0.14
nautilus,48.3
nautilus-dropbox,2020.03.04
nautilus-image-converter,0.4.0
nautilus-sendto,3.8.6
nautilus-share,0.7.5
nauty,2.8.8
nbd,3.25
nbdkit,1.46.1
ncdu,1.20
ncmpcpp,0.9.2
nco,5.3.4
ncurses,6.5.20250531
ndctl,83
ndppd,0.2.5.43
neatvnc,0.9.2
nebula,1.9.5
neix,0.1.5
neko,2.4.0
nekohtml,1.9.22.noko2
nemo,6.4.3
nemo-extensions,6.4.0
neochat,25.04.3
neomutt,20240425
neon,0.34.0
neonmodem,1.0.6+git0.63db4bd
neovide,0.13.3
neovim,0.11.3
neovim-gtk,0.2.0+git.1609586374.c036492
nestopia,1.52.1
net-snmp,5.9.4
net-tools,2.10
netavark,1.14.1
netbeans-javaparser,6.8
netbeans-resolver,6.7.1
netbeans-svnclientadapter,6.7.1
netcalc,2.1.7
netcat-openbsd,1.229
netcdf,4.9.2
netcdf-openmpi4,4.9.2
netcdf-openmpi5,4.9.2
netcfg,11.6
netcomponents,1.3.8
netconsole-tools,20030909
netcontrol,0.3.2
netdiscover,0.10
netease-cloud-music-gtk,2.4.1
netgen,6.2.2406
nethogs,0.8.8
netlabel,0.21
netpbm,11.9.3
netperfmeter,1.9.4
netsurf-buildsystem,1.9
newsboat,2.42
newt,0.52.24
newt-doc,0.52.24
nextcloud,31.0.4
nextcloud-desktop,3.16.6
nfdump,1.7.4
nfoview,1.99
nfpm,2.40.0
nfs-utils,2.8.2
nfs4-acl-tools,0.3.7
nfswatch,4.99.11
nftables,1.1.3
nftlb,1.0.9
nghttp2,1.64.0
nghttp3,1.14.0
nginx,1.27.2
nginx-macros,0.0.1
nginx-module-brotli,1.0.0rc+g1
nginx-module-echo,0.63
nginx-module-geoip2,3.4
nginx-module-lua,0.10.28
nginx-module-njs,0.8.5
nginx-module-vts,0.2.4
nginx-module-zstd,0.1.1
ngspice,43
ngspice-doc,42
ngspice-shared,43
ngtcp2,1.19.0
nh2ps,2.3.1
nheko,0.12.1
nilfs-utils,2.2.9
ninja,1.12.1
ninja-test,1.12.1
ninvaders,0.1.1
niri,0.1.9
nload,0.7.4
nlohmann_json,3.12.0
nlopt,2.10.0
nlopt-main,2.10.0
nm-configurator,0.3.4
nm-tray,0.5.1
nmap-parse-output,1.5.1
nmh,1.8
nml,0.7.6
nmon,16p
nng,1.8.0
nnn,5.0
nodejs-common,6.1
nodejs-packaging,10.beta11
nodejs-underscore,1.13.6
nodejs24,24.13.0
noggit,0.8
noise-suppression-for-voice,1.10+git0.9c4e5c2
nomacs,3.19.1
nomino,1.3.5
non-ntk,1.3.1001
noopenh264,2.6.0~noopenh264
normaliz,3.10.4
notification-daemon,3.20.0
notify-osd,0.9.35~bzr20191129
notmuch,0.38.3
novnc,1.4.0
novprog,3.2.3
npth,1.8
nqp,2025.05
nqptp,1.2.4
nrpe,4.1.1
nsd,4.8.0
nsjail,3.4+git14.b740dcf
nsnake,3.0.1
nss-mdns,0.15.1
nss-shared-helper,1.0.10
nss_synth,0.1.0~git2.ed6985d
nss_wrapper,1.1.16
nst,1.1
ntfs-3g_ntfsprogs,2022.10.3
ntfs2btrfs,20240115
ntl,11.5.1
ntp,4.2.8p17
ntpd-rs,1.3.0
ntpsec,1.2.3
nudoku,5.0.0
nulloy,0.9.7
numa-preplace,0.1
numactl,2.0.19.27.gc9475de
numatop,2.5
numbat,1.12.0
numix-gtk-theme,2.6.7.1617863126.0d6b4c8
numlockx,1.2
nuosu-fonts,2.300
nushell,0.99.0
nuspell,5.1.2
nut,2.8.2
nvidia-open-driver-G07-signed,595.45.04
nvidia-open-driver-G07-signed-cuda,595.45.04
nvidia-settings,570.124.04
nvidia-texture-tools,2.1.2
nvimpager,0.13.0
nvme-cli,2.16
nvme-stas,2.3.1
nvmetcli,0.8
nvptx-tools,1.0+git.20240530.96f8fc5
nvtop,3.1.0
nwg-bar,0.1.6
nwg-displays,0.3.20
nwg-dock-hyprland,0.1.9
nwg-launchers,0.7.1.1
nwg-look,0.2.7
nxtvepg,2.8.1
oath-toolkit,2.6.11.12
obconf,2.0.4
obconf-qt,0.16.5
obex-data-server,0.4.6
obexfs,0.12
obexftp,0.24.2
obfs4,0.0.13
objectweb-anttask,1.2
objectweb-asm,9.9.1
objenesis,3.3
obs-git-init,0.2.2
obs-scm-bridge,0.5.0
obs-service-cargo,7.1.0
obs-service-docker_label_helper,0.0
obs-service-download_assets,0.2
obs-service-download_files,0.9.2
obs-service-download_url,0.2.1
obs-service-elixir_mix_deps,0.2.0~0
obs-service-extract_file,0.4
obs-service-format_spec_file,20250923
obs-service-go_modules,0.6.4
obs-service-kiwi_label_helper,0.0
obs-service-kiwi_metainfo_helper,0.6
obs-service-node_modules,2.4.0
obs-service-recompress,0.5.2
obs-service-refresh_patches,0.3.9+git.1625238904.d59f20e
obs-service-replace_using_env,0.1
obs-service-replace_using_package_version,0.0.11
obs-service-set_version,0.6.6
obs-service-source_validator,0.42
obs-service-tar_scm,0.10.46
obs-service-update_changelog,0.6.1
obs-service-verify_file,0.1.1
ocaml,4.14.2
ocaml-0install-solver,2.18
ocaml-astring,0.8.5
ocaml-augeas,0.7
ocaml-base64,3.5.1
ocaml-bigarray-compat,1.1.0
ocaml-bisect_ppx,2.8.3
ocaml-bos,0.2.1
ocaml-cairo,0.6.5
ocaml-calendar,3.0.0
ocaml-camlp-streams,5.0.1
ocaml-camlp5,8.03.05
ocaml-cmdliner,1.2.0
ocaml-cppo,1.8.0
ocaml-csexp,1.5.2
ocaml-ctypes,0.23.0
ocaml-cudf,0.10
ocaml-curses,1.0.11
ocaml-dose,7.0.0
ocaml-dune,3.19.1
ocaml-dune-devel,3.19.1
ocaml-easy-format,1.3.4
ocaml-extlib,1.7.9
ocaml-facile,1.1.4
ocaml-fileutils,0.6.6
ocaml-findlib,1.9.5
ocaml-fmt,0.10.0
ocaml-fpath,0.7.3
ocaml-gen,1.1
ocaml-gettext,0.4.2
ocaml-graphics,5.2.0
ocaml-integers,0.7.0
ocaml-jsonm,1.0.2
ocaml-libvirt,0.6.1.7
ocaml-logs,0.9.0
ocaml-luv,0.5.12
ocaml-mccs,1.1+19
ocaml-menhir,20231231
ocaml-ocaml-compiler-libs,0.12.4
ocaml-ocamlbuild,0.16.1
ocaml-ocamlgraph,2.2.0
ocaml-opam-0install-cudf,0.5.0
ocaml-ounit,2.2.7
ocaml-parmap,1.2.5
ocaml-patch,3.0.0
ocaml-pcre2,8.0.3
ocaml-pp,2.0.0
ocaml-ppx_derivers,1.2.1
ocaml-ppxlib,0.35.0
ocaml-ptmap,2.0.5
ocaml-pyml,20231101
ocaml-re,1.13.3
ocaml-result,1.5
ocaml-rpm-macros,20250517
ocaml-rresult,0.7.0
ocaml-sedlex,3.3
ocaml-sexplib0,0.16.0
ocaml-sha,1.15.4
ocaml-spdx_licenses,1.4.0
ocaml-stdcompat,19
ocaml-stdlib-shims,0.3.0
ocaml-swhid_core,0.1
ocaml-uutf,1.0.4
ocaml-xml-light,2.5
ocaml-zarith,1.14
occt,7.8.1
ocean-sound-theme6,6.4.2
ocl-icd,2.3.1
ocli,0.9.0
oclock,1.0.5
ocp,0.2.109
ocrad,0.29
ocrs,0.8.1
octave,10.2.0
octave-forge-bim,1.1.6
octave-forge-control,4.0.1
octave-forge-database,2.4.4
octave-forge-doctest,0.8.0
octave-forge-financial,0.5.3
octave-forge-fits,1.0.7
octave-forge-fpl,1.3.5
octave-forge-fuzzy-logic-toolkit,0.4.6
octave-forge-ga,0.10.4
octave-forge-general,2.1.3
octave-forge-generate_html,0.3.3
octave-forge-geometry,4.0.0
octave-forge-instrument-control,0.9.2
octave-forge-io,2.6.4
octave-forge-matgeom,1.2.4
octave-forge-miscellaneous,1.3.0
octave-forge-msh,1.0.12
octave-forge-nan,3.7.0
octave-forge-ncarray,1.0.6
octave-forge-netcdf,1.0.17
octave-forge-octclip,2.0.3
octave-forge-parallel,4.0.2
octave-forge-quaternion,2.4.0
octave-forge-queueing,1.2.8
octave-forge-sockets,1.4.1
octave-forge-splines,1.3.5
octave-forge-statistics,1.6.6
octave-forge-stk,2.8.1
octave-forge-strings,1.3.1
octave-forge-struct,1.0.18
octave-forge-symbolic,3.2.1
oculante,0.9.1
oddjob,0.34.7
oddjob-gpupdate,0.2.0+git.5.ed70836
odt2txt,0.5
ofono,2.10
ogmtools,1.5
oidentd,3.1.0
okteta,0.26.22
okular,25.04.3
ollama,0.3.13
olm,3.2.16
omemo-utils,1.0.0
omniORB,4.3.2
omniORBpy,4.3.2
omnispeak,1.1+git20240123.b9e215b
onednn,3.5.3
onedrive,2.5.2
onefetch,2.22.0
oneko,1.2.sakura.5
ongres-scram,3.2
ongres-stringprep,2.2
oniguruma,6.9.8
onioncat,4.11.0
oomstaller,0.3.0
opa-ff,10.14.4.0.20
opa-fm,10.14.4.0.20
opa-fmgui,10.1.0.0.115
opae,2.0.0
opam,2.4.1
opam-file-format,2.2.0
open-iscsi,2.1.11
open-isns,0.102
open-lldp,1.1+106.74c0600a8692
open-test-reporting,0.1.0~M2
open-vm-tools,13.0.10
openCryptoki,3.26.0
openQA,5.1758632540.ed64f555
openSUSE-EULAs,84.87.20220520.1491bf6
openSUSE-build-key,1.0
openSUSE-repos-Leap,20250714.a450212
openSUSE-signkey-cert,20220613
openSUSEway,0.16.5
openal-soft,1.24.3~179
openamp,2020.01
openbabel,3.1.1
openbao,2.0.2
openblas_openmp,0.3.29
openblas_pthreads,0.3.29
openblas_serial,0.3.29
openbox,3.6.1
opencc,1.2.0
opencensus-proto,0.3.0+git.20200721
opencl-cpp-headers,2024.10.24
opencl-headers,2024.10.24
openconnect,9.12
opencore-amr,0.1.6
opencsg,1.6.0
opencv,4.10.0
opencv3,3.4.20
opendkim,2.11.0
openexr,3.4.6
openfortivpn,1.22.1
openfst,1.8.3
opengl-games-utils,0.2
openhantek,3.3.3
openhpi,3.8.0.ge4631e8a
openjade,1.3.2
openjpeg2,2.5.3
openjph,0.25.2
openkim-models,2021.08.11
openldap2_6,2.6.10+10
openlibm,0.8.1
openmarkup,1.1
openmopac,23.1.2
openmpi4,4.1.8
openmpi4-testsuite,4.1.8
openmpi5,5.0.10
openmpi5-testsuite,5.0.10
opennlp-chunk-models,1.5
opennlp-postag-models,1.5
opennlp-tokenize-models,1.5
openobex,1.7.2
openocd,0.12.0
openpace,1.1.3
openpgl,0.7.1
openpgm,5.3.128
openqa-mon,1.3.0
openregex,1.1.1
openresolv,3.13.2
opensaml,3.3.1
opensc,0.26.1
openscap,1.4.1
openscap-report,0.2.6
openslp,2.0.0
opensm,3.3.24
opensp,1.5.2
opensp-doc,1.5.2
openspecfun,0.5.6
openssh,10.2p1
openssh-askpass-gnome,10.2p1
openssl,3.5.0
openssl-3,3.5.0
openssl-ibmca,2.5.0
openssl-pkcs11-sign-provider,1.0.1
openssl_tpm2_engine,4.3.0
opensuse-migration-tool,20260204.2cf77a3
opensuse-welcome,0.1.10+git.0.e0056bf
opensuse-welcome-launcher,1.0
opentest4j,1.3.0
opentimelineio,0.17.0
opentofu,1.8.3
opentoonz,1.7.1
openttd,14.1
openttd-openmsx,0.4.2
opentyrian,2.1.20221123
openucx,1.19.1
openvdb,12.0.1
openvino,2025.2.0
openvpn,2.6.14
openvswitch,3.7.0
openwsman,2.8.1
opi,5.8.8
oprofile,1.4.0
optee-client,4.2.0
optiimage,1.0.0
optional-lite,3.6.0
optipng,0.7.8
opus,1.5.2
opusfile,0.12
oqs-provider,0.9.0
orage,4.20.2
orarun,2.1
oras,1.2.0
orc,0.4.41
orca,48.6
orcania,2.3.3
oro,2.0.8
orthanc,1.12.8
orthanc-authorization,0.9.4
orthanc-dicomweb,1.20
orthanc-gdcm,1.6
orthanc-indexer,1.0
orthanc-mysql,5.2
orthanc-neuro,1.1
orthanc-ohif,1.6
orthanc-postgresql,7.2
orthanc-python,5.0
orthanc-stl,1.2
orthanc-tcia,1.1
orthanc-volview,1.1
orthanc-webviewer,2.10
orthanc-wsi,3.2
orthos-client,1.2.83+git.cb8bcaf
ortp,5.3.105
os-autoinst,5.1758621990.22a2baa
os-autoinst-distri-opensuse-deps,1.1749130322.047961dc
os-maven-plugin,1.7.0
os-prober,1.81
os-update,1.21+git.20241206
osc,1.17.0
osg2vsg,0.1.0
osgi-annotation,8.1.0
osgi-compendium,8.0.0
osgi-core,8.0.0
osgi-service-jdbc,1.0.0
osgi-service-log,1.5.0
osgi-service-subsystem,1.1.0
osinfo-db,20251212
osinfo-db-tools,1.12.0
osm-gps-map,1.2.0
osmo-e1d,0.7.1
osmo-fl2k,0.2.0+git.20231103
osmo-ggsn,1.11.0
osmo-hlr,1.4.0
osmo-iuh,1.5.1
osmo-mgw,1.9.0
osmo-pcap,0.1.3
osmo-pcu,1.0.0
osmo-sgsn,1.8.0
osmo-sip-connector,1.6.0
osmo-smlc,0.3.1
osmosdr,0.1+git.20151211
osslsigncode,2.7
osv-scanner,1.9.0
otpclient,4.0.2
otter-browser,1.0.03
ouch,0.5.1+0
ovmf,202602
ovpn-dco,0.2.20241216~git0.a08b2fd
owasp-modsecurity-crs,3.3.5
owncloud-client,5.3.1
owncloud-dolphin,6.0.0
owncloud-extensions-resources,1.0.0
owntone,28.10
oxipng,9.1.0
oxygen-gtk2,1.4.6
oxygen5-sounds,5.27.10
oxygen6,6.4.2
p0f,3.09b
p11-kit,0.26.2
p8-platform,2.1.0.1
pacemaker,3.0.1+20251208.f7f28ab3
pack200,14
package-translations,89.87.20240323.9bdb784
packetdrill,2.0+git.20240726
packetry,0.4.0
packit,1.8.1
paexec,1.1.6
pagein,0.01.09
pagemon,0.02.01
palapeli,25.04.3
pam,1.7.2
pam-config,2.13+git.20250715
pam-full-src,1.7.2
pam_krb5,2.4.13
pam_kwallet6,6.4.2
pam_mount,2.20
pam_p11,0.5.0
pam_pkcs11,0.6.13
pam_script,1.1.9
pam_ssh,2.3
pam_ssh_agent_auth,0.10.4
pam_u2f,1.3.2
pam_wrapper,1.1.7
pamixer,1.6
pan,0.161
pandoc-cli,3.5
pango,1.56.4
pangomm,2.56.1
pangomm1_4,2.46.4
panini,0.74.0
papers,48.2
papi,7.2.0
papirus-icon-theme,20240501
pappl,1.4.7
paps,0.8.0
par,1.1
par2cmdline,0.8.1
par_text,1.53.0+git.1721308378.56c5d7a
paranamer,2.8
paraview,5.13.2
paraviewdata,5.11.2
parboiled,1.4.1
parcellite,1.2.5
pari,2.15.5
pari-galdata,20080411
pari-galpol,20180625
pari-nflistdata,20220729
pari-nftables,20080929
pari-seadata,20090618
parkverbot,1.5
parlatype,4.2
parley,25.04.3
parole,4.20.0
parpack-openmpi4,3.9.1
parpack-openmpi5,3.9.1
parsec,1.4.1
parsec-tool,0.7.0
partclone,0.3.32
parted,3.6
partio,1.14.6
partitionmanager,25.04.3
pass-import,3.5
pass-otp,1.2.0
passt,20250415.2340bbf
password-store,1.7.4
pastel,0.10.0
patch,2.7.6
patch2mail,1.1.2
patchelf,0.18.0
patchutils,0.4.2
patterns-base,20241218
patterns-budgie,20250305
patterns-cinnamon,202021205
patterns-cockpit,16.0
patterns-container,0.1
patterns-desktop,20201106
patterns-devel-C-C++,20170319
patterns-devel-base,20170319
patterns-devel-vulkan,20221115
patterns-enlightenment,20170319
patterns-fonts,20170319
patterns-games,20220126
patterns-glibc-hwcaps,20230201
patterns-gnome,20250310
patterns-kde,20250902
patterns-lxqt,20240611
patterns-mate,20170319
patterns-office,20170506
patterns-rpm-macros,1.0
patterns-server,20250313
patterns-sway,20200619
patterns-wsl,20240327
patterns-xfce,20230212
pavucontrol,5.0
pavucontrol-qt,2.2.0
pax-utils,1.3.8
pbm2l7k,990321
pbuilder,0.231
pbzip2,1.1.13
pcapplusplus,22.11
pcaudiolib,1.3
pciutils,3.13.0
pcm,202502
pcmanfm,1.3.2+git20241103.1312f60
pcmanfm-qt,2.2.0
pcmciautils,018
pcollections,4.0.2
pcp,6.2.0
pcr-oracle,0.5.9
pcre,8.45
pcre2,10.45
pcsc-acsccid,1.1.11
pcsc-asekey,3.7
pcsc-ccid,1.6.1
pcsc-cyberjack,3.99.5final.SP16
pcsc-eco5000,1.2.0
pcsc-lite,2.0.1
pcsc-tools,1.7.3
pcsc-towitoko,2.0.8
pcsx2,2.1.120~git20240831
pdf2djvu,0.9.19
pdfarranger,1.13.0
pdfmixtool,1.1.1
pdfquirk,0.95
pdftk,3.3.3
pdns,4.9.1
pdns-common,4.0
pdns-recursor,5.1.1
pdsh,2.35
peg,0.1.20
pegdown,1.4.2
pentaho-libxml,1.1.6
pentaho-reporting-flow-engine,0.9.4
pentobi,25.0
perf,6.12.0.git35047.9bcd6b56d2
perftest,25.10.0
perl,5.42.0
perl-Algorithm-C3,0.110.0
perl-Algorithm-Diff,1.201
perl-Alien-Build,2.78
perl-Alien-Build-Plugin-Download-GitLab,0.01
perl-Alien-Libxml2,0.19
perl-Alien-SDL,1.446
perl-Alien-Tidyp,1.4.7
perl-Alien-wxWidgets,0.69
perl-AnyEvent,7.17
perl-AnyEvent-Connector,0.40.0
perl-AnyEvent-I3,0.190.0
perl-AnyEvent-WebSocket-Client,0.55
perl-AnyEvent-WebSocket-Server,0.10
perl-Apache-DBI,1.12
perl-Apache-LogFormat-Compiler,0.36
perl-App-Cmd,0.337.0
perl-App-cpanminus,1.7048
perl-AppConfig,1.71
perl-Archive-Cpio,0.10
perl-Archive-Extract,0.88
perl-Archive-Peek,0.37
perl-Archive-Tar-Wrapper,0.420.0
perl-Archive-Zip,1.68
perl-Array-Unique,0.09
perl-Authen-SASL,2.190.0
perl-B-COW,0.007
perl-B-Hooks-EndOfScope,0.280.0
perl-B-Keywords,1.280.0
perl-B-Utils,0.27
perl-BIND-Conf_Parser,0.97
perl-BSD-Resource,1.2911
perl-BerkeleyDB,0.65
perl-Bit-Vector,7.400.0
perl-Business-ISBN,3.11.0
perl-Business-ISBN-Data,20250205.1.0
perl-Business-ISMN,1.204.0
perl-Business-ISSN,1.8.0
perl-CDDB_get,2.28
perl-CGI,4.670.0
perl-CGI-Simple,1.281.0
perl-CLASS,1.1.8
perl-CLI-Osprey,0.08
perl-CPAN-Changes,0.500004
perl-CPAN-DistnameInfo,0.12
perl-CPAN-Meta-Check,0.18.0
perl-CPAN-Meta-Requirements,2.143000
perl-CPAN-Mini,1.111017
perl-CPAN-Perl-Releases,5.20240720
perl-CPAN-Uploader,0.103018
perl-CSS-Minifier-XS,0.13
perl-CSS-Sass,3.6.4
perl-Cache-LRU,0.04
perl-Cache-Memcached,1.30
perl-Cairo,1.109
perl-Cairo-GObject,1.005
perl-Calendar-Simple,2.1.0
perl-Canary-Stability,2013
perl-Capture-Tiny,0.500.0
perl-Carp-Always,0.16
perl-Carp-Assert,0.22
perl-Carp-Assert-More,2.4.0
perl-Carp-Clan,6.80.0
perl-Catalyst-Manual,5.9013
perl-Chart,2.403.9
perl-Class-Accessor,0.51
perl-Class-Accessor-Chained,0.01
perl-Class-Accessor-Grouped,0.10014
perl-Class-Accessor-Lite,0.08
perl-Class-C3,0.35
perl-Class-C3-Componentised,1.001002
perl-Class-DBI,3.0.17
perl-Class-Data-Inheritable,0.100.0
perl-Class-Factory-Util,1.700.0
perl-Class-Inspector,1.36
perl-Class-Load,0.25
perl-Class-Load-XS,0.10
perl-Class-Method-Modifiers,2.15
perl-Class-MethodMaker,2.24
perl-Class-Singleton,1.600.0
perl-Class-Tiny,1.008
perl-Class-Trigger,0.15
perl-Class-Unload,0.11
perl-Class-XSAccessor,1.19
perl-Clone,0.46
perl-Clone-Choose,0.010
perl-Code-DRY,0.10
perl-Code-TidyAll,0.840.0
perl-CommonMark,0.310.100
perl-Compress-Raw-Bzip2,2.213
perl-Compress-Raw-Lzma,2.213.0
perl-Compress-Raw-Zlib,2.213
perl-Config-Any,0.33
perl-Config-AutoConf,0.320
perl-Config-General,2.670.0
perl-Config-INI,0.029
perl-Config-INI-Reader-Ordered,0.022
perl-Config-IniFiles,3.000003
perl-Config-MVP,2.200013
perl-Config-MVP-Reader-INI,2.101465
perl-Config-MySQL,0.02
perl-Config-Tiny,2.300.0
perl-Const-Fast,0.014
perl-Context-Preserve,0.03
perl-Convert-ASN1,0.340.0
perl-Convert-BinHex,1.125
perl-Cookie-Baker,0.120.0
perl-Cpanel-JSON-XS,4.380.0
perl-Crypt-DES,2.07
perl-Crypt-DH-GMP,0.00012
perl-Crypt-JWT,0.35.0
perl-Crypt-OpenSSL-Guess,0.15
perl-Crypt-OpenSSL-RSA,0.33
perl-Crypt-OpenSSL-Random,0.170.0
perl-Crypt-PasswdMD5,1.42
perl-Crypt-RC4,2.02
perl-Crypt-Rijndael,1.16
perl-Crypt-SSLeay,0.72
perl-Crypt-SaltedHash,0.09
perl-Crypt-SmbHash,0.12
perl-Crypt-URandom,0.540.0
perl-CryptX,0.87.0
perl-Curses,1.450.0
perl-DBD-MariaDB,1.230.0
perl-DBD-ODBC,1.61
perl-DBD-Pg,3.18.0
perl-DBD-SQLite,1.760.0
perl-DBD-mysql,4.050
perl-DBI,1.647.0
perl-DBICx-Sugar,0.0200
perl-DBICx-TestDatabase,0.05
perl-DBIx-Class,0.082844
perl-DBIx-Class-DeploymentHandler,0.002234
perl-DBIx-Class-DynamicDefault,0.04
perl-DBIx-Class-Fixtures,1.001039
perl-DBIx-Class-InflateColumn-FS,0.01007
perl-DBIx-Class-Migration,0.075
perl-DBIx-Class-OptimisticLocking,0.02
perl-DBIx-Class-Schema-Config,0.001014
perl-DBIx-Class-Schema-Loader,0.07052
perl-DBIx-Class-UUIDColumns,0.02006
perl-DBIx-Connector,0.59
perl-DBIx-ContextualFetch,1.03
perl-DBM-Deep,2.0019
perl-DB_File,1.859.0
perl-Daemon-Generic,0.85
perl-Dancer2,1.1.2
perl-Dancer2-Plugin-Auth-Extensible,0.711.0
perl-Dancer2-Plugin-Auth-Extensible-Provider-DBIC,0.624
perl-Dancer2-Plugin-DBIC,0.0100
perl-Dancer2-Plugin-REST,1.02
perl-Dancer2-Plugin-WebSocket,0.3.1
perl-Data-Compare,1.29
perl-Data-Dump,1.25
perl-Data-Dump-Streamer,2.42
perl-Data-Dumper-Concise,2.023
perl-Data-Hexdumper,3.0001
perl-Data-ObjectDriver,0.230.0
perl-Data-OptList,0.114
perl-Data-Peek,0.52
perl-Data-Printer,1.002001
perl-Data-Section,0.200008
perl-Data-Structure-Util,0.16
perl-Data-Tumbler,0.010
perl-Data-Uniqid,0.12
perl-Data-Validate-IP,0.31
perl-Data-Visitor,0.32
perl-Date-Calc,6.400.0
perl-Date-Manip,6.960.0
perl-Date-Simple,3.03
perl-DateTime,1.650.0
perl-DateTime-Calendar-Julian,0.107
perl-DateTime-Calendar-Mayan,0.0601
perl-DateTime-Format-Builder,0.83
perl-DateTime-Format-DateParse,0.05
perl-DateTime-Format-MySQL,0.0800
perl-DateTime-Format-Pg,0.16014
perl-DateTime-Format-SQLite,0.11
perl-DateTime-Format-Strptime,1.79
perl-DateTime-HiRes,0.04
perl-DateTime-Locale,1.440000
perl-DateTime-TimeZone,2.640.0
perl-Devel-Caller,2.07
perl-Devel-CheckBin,0.04
perl-Devel-CheckLib,1.16
perl-Devel-CheckOS,2.40.0
perl-Devel-Confess,0.009004
perl-Devel-CoreStack,1.3
perl-Devel-Cover,1.500.0
perl-Devel-Cover-Report-Codecovbash,0.41.0
perl-Devel-Cycle,1.12
perl-Devel-FindPerl,0.016
perl-Devel-GlobalDestruction,0.14
perl-Devel-Leak,0.03
perl-Devel-OverloadInfo,0.007
perl-Devel-PPPort,3.68
perl-Devel-PartialDump,0.20
perl-Devel-StackTrace,2.50.0
perl-Devel-StackTrace-AsHTML,0.15
perl-Devel-Symdump,2.18
perl-Digest-CRC,0.24
perl-Digest-HMAC,1.50.0
perl-Digest-MD4,1.9
perl-Digest-MD5,2.590.0
perl-Digest-Perl-MD5,1.900.0
perl-Digest-SHA1,2.13
perl-Digest-SHA3,1.05
perl-Dist-CheckConflicts,0.11
perl-Dist-Zilla,6.32.0
perl-Email-Abstract,3.10.0
perl-Email-Address,1.913
perl-Email-Address-XS,1.05
perl-Email-Date-Format,1.008
perl-Email-MIME,1.954.0
perl-Email-MIME-ContentType,1.028
perl-Email-MIME-Encodings,1.317
perl-Email-MessageID,1.408
perl-Email-Reply,1.204
perl-Email-Send,2.202.0
perl-Email-Sender,2.601.0
perl-Email-Simple,2.218
perl-Email-Valid,1.204.0
perl-Encode,3.210.0
perl-Encode-Detect,1.01
perl-Encode-EUCJPASCII,0.03
perl-Encode-HanExtra,0.23
perl-Encode-JIS2K,0.03
perl-Encode-Locale,1.05
perl-Error,0.170.300
perl-Eval-Closure,0.14
perl-Eval-LineNumbers,0.35
perl-Event,1.28
perl-Exception-Base,0.2501
perl-Exception-Class,1.45
perl-Expect,1.35
perl-Export-Attrs,0.1.0
perl-Exporter-Lite,0.09
perl-Exporter-Tiny,1.006002
perl-ExtUtils-CChecker,0.11
perl-ExtUtils-Config,0.10.0
perl-ExtUtils-CppGuess,0.270.0
perl-ExtUtils-Depends,0.8001
perl-ExtUtils-HasCompiler,0.25.0
perl-ExtUtils-Helpers,0.28.0
perl-ExtUtils-InstallPaths,0.14.0
perl-ExtUtils-LibBuilder,0.90.0
perl-ExtUtils-MakeMaker,7.70
perl-ExtUtils-MakeMaker-CPANfile,0.09
perl-ExtUtils-Manifest,1.75
perl-ExtUtils-PkgConfig,1.160000
perl-FCGI-Client,0.90.0
perl-FFI-CheckLib,0.31
perl-Feature-Compat-Try,0.05
perl-File-BaseDir,0.09
perl-File-Copy-Recursive,0.45
