Package Name,Version
cross-pru-gcc13-bootstrap,13.4.0+git9739
cross-pru-gcc15-bootstrap,15.2.0+git10201
cross-riscv64-binutils,2.45
cross-riscv64-elf-gcc13-bootstrap,13.4.0+git9739
cross-riscv64-elf-gcc15-bootstrap,15.2.0+git10201
cross-riscv64-gcc13,13.4.0+git9739
cross-riscv64-gcc13-bootstrap,13.4.0+git9739
cross-riscv64-gcc15,15.2.0+git10201
cross-riscv64-gcc15-bootstrap,15.2.0+git10201
cross-rx-binutils,2.45
cross-rx-gcc13-bootstrap,13.4.0+git9739
cross-rx-gcc15-bootstrap,15.2.0+git10201
cross-s390-binutils,2.45
cross-s390x-binutils,2.45
cross-s390x-gcc13-bootstrap,13.4.0+git9739
cross-s390x-gcc15,15.2.0+git10201
cross-s390x-gcc15-bootstrap,15.2.0+git10201
cross-sparc-binutils,2.45
cross-sparc64-binutils,2.45
cross-spu-binutils,2.45
cross-x86_64-binutils,2.45
cross-x86_64-gcc13,13.4.0+git9739
cross-x86_64-gcc15,15.2.0+git10201
cross-xtensa-binutils,2.45
crosstool-ng,1.25.0
cryfs,1.0.1
crypto-policies,20250714.cd6043a
cryptsetup,2.8.4
cscope,15.9
csindex,19980713
csound,6.18.1
csvprintf,1.3.2
csync,0.50.0
csync2,2.0+git.1600444747.83b3644
ctags,5.8
ctemplate,2.4
ctl,1.5.3
ctop,0.7.7
ctre,3.9.0
cuishark,0.1.2
culmus-fonts,0.133
cunit,2.1.3
cups,2.4.16
cups-airprint,1.1
cups-backends,1.1
cups-filters,1.28.17
cups-filters2,2.0.1
cups-pk-helper,0.2.7
cura-engine,4.13.1
cura-fdm-materials,4.13.0
curl,8.18.0
curlie,1.7.2
curtail,1.11.0
cutecom,0.60.0
cutmp3,3.0.3
cutterff,1.3
cvise,2.10.0+git.20240814.7d0ebf0
cvm-guest-attestation,20240316.b613bcd
cvs,1.12.13
cvsps,2.1
cxref,1.6e
cxxopts,3.3.1
cyanrip,0.9.3.1
cyreal-alice-fonts,2.003
cyreal-lora-fonts,3.005
cyrus-imapd,3.8.4
cyrus-sasl,2.1.28
cyrus-sasl-bdb,2.1.28
cyrus-sasl-saslauthd,2.1.28
cyrus-sasl-saslauthd-bdb,2.1.28
d-feet,0.3.16
d-spy,48.0
d0_blind_id,0.8.6
d2,0.6.3
dLeyna,0.8.3
dMagnetic,0.37
dSFMT,2.2.5
daemonize,1.7.8
dai-banna-fonts,3.000
dante,1.4.3
dapl,2.1.10
dapl-debug,2.1.10
daps,3.3.2
dar,2.7.15
darkhttpd,1.16
dash,0.5.12
dasher,5.0.0+199
datamash,1.8
dataquay,0.9.1
datefudge,1.26
dateutils,0.4.11
datovka,4.24.2
dav1d,1.5.1
davfs2,1.7.0
davix,0.8.7
dbench,3.04
dbench4,4.0
dblatex,0.3.12
dbus-1,1.14.10
dbus-1-devel-doc,1.14.10
dbus-1-glib,0.112
dbus-1-x11,1.14.10
dbus-broker,36
dbview,1.0.4
dc3dd,7.3.1
dcmtk,3.6.9
dconf,0.40.0
dconf-editor,45.0.1
dcraw,9.28.0
dd_rescue,1.99.16
dd_rhelp,0.3.0
ddclient,3.11.2
ddcutil,2.2.1
ddcutil-service,1.0.14
ddgr,2.2
ddnet,18.6
dds2tar,2.5.2
ddskk,20160304
deadbeef,1.9.6
deadbeef-plugin-mpris2,1.16
dealers-choice,0.0.8
debhelper,13.20
debianutils,5.4
debootstrap,1.0.137
debugbreak,1.0~git.20210702
debugedit,5.0
decaf,1.0.2
decentxml,1.4
decibels,46.0
decker,1.41
decker-doc,1.41
deja-dup,47.0
dejagnu,1.6.3
dejavu-fonts,2.37
delayacct-utils,6.12.0
deltarpm,3.6.5
delve,1.23.1
demumble,1.2.3
descent3,1.6.0~git632.c68f6b0
deskflow,1.22.0
desktop-data-openSUSE,15.2.20200107
desktop-file-utils,0.28
desktop-translations,84.87.20240503.9343de5
devhelp,43.0
devilspie2,0.44
devscripts,2.22.2
devscripts-checkbashisms,2.22.2
dfc,3.1.1
dfu-programmer,1.1.0
dfu-util,0.11
dh-autoreconf,19
dhcp,4.4.2.P1
dhcpcd,10.3.0
dhcpd-pools,3.2
dhewm3,1.5.4
dhex,0.69
dia,0.97.3
dialog,1.3
dianara,1.4.4
dictd,1.13.1
dicts,1.5
diff-pdf,0.5
diff-so-fancy,1.4.4
diffoscope,284
diffstat,1.66
diffutils,3.12
digikam,8.7.0
ding,1.9
ding-libs,0.6.2
diod,1.0.24+53.g0d87511
dirac,1.0.2
direnv,2.34.0
direvent,5.4
dirvish,1.2.1
discord-rpc,3.4.0
discount,3.0.0a
discount2,2.2.7d
discover6,6.4.2
disk-encryption-tool,1+git20250729.d86f79f
diskmonitor,0.3.4
diskscan,0.21
disorderfs,0.5.11
disruptor,3.4.4
distcc,3.4
distribution,3.0.0
distribution-gpg-keys,1.113
distribution-logos-openSUSE,20240424
distrobox,1.8.0
dive,0.12.0
djvulibre,3.5.28
djvulibre-djview4,4.12
dkimproxy,1.4.1
dkms,3.1.7
dlib,19.24.6
dlpack,0.8
dm-zoned-tools,2.2.2
dmd,2.109.1
dmenu,5.3
dmidecode,3.6
dmraid,1.0.0.rc16.3
dmz-icon-theme-cursors,11.4.0
dnf,4.23.0
dnf-plugins-core,4.10.1
dnf-plugins-extras,4.1.2
dnf5,5.2.13.1
dnscrypt-proxy,2.1.5
dnsdist,2.0.2
dnsmasq,2.90
dnsproxy,0.73.2
docbook-dsssl-stylesheets,1.79
docbook-toys,1.51.0
docbook-utils,0.6.14
docbook-xsl,1.79.2.2
docbook2x,0.8.8
docbook_3,3.1
docbook_4,4.5
docbook_5,5.2cr5
docker,29.2.1_ce
docker-bench-security,1.6.1
docker-compose,2.33.1
docker-stable,24.0.9_ce
doctest,2.4.11
dog,0.1.0
doggo,1.0.5
dolly,0.64.2
dolphin,25.04.3
dolphin-plugins,25.04.3
dom2-core-tests,0.0.1
dom4j,2.1.4
dom4j-bootstrap,2.1.4
dos2unix,7.5.4
dosbox,0.82.2
dosemu,1.4.0.1.r2065
dosfstools,4.2
dotconf,1.4.1
double-conversion,3.3.1
dovecot,2.4
dovecot24,2.4.2
doxygen,1.14.0
doxywizard,1.14.0
dpdk,25.11
dpic,2024.01.01
dpkg,1.22.21
draco,1.5.7
dracula-gtk-theme,3.0+git94.9840b6b
dracut,059+suse.717.gcbb1e9e9
dracut-pcr-signature,0.6+4
dracut-sshd,0.6.7
dragon-drop,1.2.0
dragonbox,1.1.3
dragonplayer,25.04.3
drawing,1.0.2
drbd,9.1.23
drbd-utils,9.29.0
driverctl,0.111
drkonqi6,6.4.2
drm_info,2.7.0
droidcam,1.9.0
drpm,0.5.2
drumstick,2.10.0
dsda-doom,0.29.2
dssi,1.1.1
dssim,3.2.3
dt,23.28
dtach,0.9+2.748020b
dtb-aarch64,6.12.0
dtc,1.7.2
dtrx,8.5.3
dtv-scan-tables,20240503
dub,1.36.0
duc,1.4.5
duf,0.8.1+git64.24c3369
duktape,2.7.0
dump,0.4b49
dumpzilla,0.0.0+git.20210311
duperemove,0.15
duplicity,3.0.5
duply,2.5.2
dust,1.1.1
dvbcut,0.7.4
dvbstream,0.6
dvd+rw-tools,7.1
dvdauthor,0.7.2
dvdisaster,0.79.10
dvgt,3.51L3
dwarves,1.27
dwz,0.15
dwz-testsuite,0.15
dynamips,0.2.23
dynare,6.2
dysk,2.9.1
e-antic,2.0.2
e16,1.0.24
e2fsprogs,1.47.0
earlyoom,1.8.2
easy-rsa,3.1.7
easyloggingpp,9.97.1
easymock,3.6
easytag,2.4.3+161
eb,4.4.3
eblook,1.6.1
ebook-tools,0.2.2
ebumeter,0.5.1
ec2-instance-connect,1.1.17
ecj,4.23
ecl,24.5.10
eclipse-collections,11.1.0
ecryptfs-utils,111
ed,1.21.1
ed25519-java,0.3.0
edge-addition-planarity-suite,3.0.2.0
edict,20230511
editorconfig-core-c,0.12.9
editres,1.0.9
ee4j,1.0.7
eekboard,1.0.8
efibootmgr,18
efitools,1.9.2
efivar,38
efl,1.26.3
efm-langserver,0.0.49
efont-unicode-bitmap-fonts,0.4.2
eglexternalplatform,1.2.1
eiciel,0.10.0
eigen3,3.4.0
eigen3-doc,3.4.0
eiskaltdcpp,2.4.2
element-web,1.11.81
elementary-xfce-icon-theme,0.15.2+git0.2e2ca316
elfutils,0.192
elfutils-debuginfod,0.192
elinks,0.17.0
elisa,25.04.3
elixir,1.18.1
elixir-hex,2.1.1
elk,8.7.2
elk-openmpi4,8.7.2
elk-openmpi5,8.7.2
ell,0.59
emacs,30.2
emacs-apel,10.8+81+g82eb232
emacs-compat,30.0.0.0
emacs-flim,1.14.9+136+g2cf5a78
emacs-gnuplot-mode,0.8.0
emacs-jinx,2.1
emacs-libgit2,471.373defa
emacs-semi,1.14.6+239+gb1c245b81715
emacs-vm,8.2.0b.1538
emacs-vterm,698.ae4ae1a
emacs-w3m,1.4.632+569+g5c965214
embree,4.4.0
emil,2.1.0beta9
emptyepsilon,2024.08.09
enblend-enfuse,4.2
enc,1.1.3
enca,1.19
encfs,1.9.5
enchant,2.8.2
enchive,3.5
enet,1.3.18
engdic,0.2
engrampa,1.28.1
enlightenment,0.25.4
enlightenment-branding-openSUSE,0.2
enlightenment-profiles-openSUSE,20220317
enlightenment-theme-dark,20220216.1.26
enlightenment-theme-openSUSE,20220430.1.26
enlightenment-theme-openSUSE-ice,20220219.1.26
enlightenment-theme-openSUSE-neon,20220219.1.26
enlightenment-theme-openSUSE-oliveleaf,20220219.1.26
enscript,1.6.6
entangle,3.0
entr,5.6
eog,47.0
eog-plugins,44.1
eom,1.28.0
epiphany,48.5
epiphany-branding-openSUSE,48.5
eppic,4.99.git.1682279748.c294e5b
epplet-base,0.16
epub2txt2,2.06
epy,2022.12.11+git.1686460830.6b0e9fe
equalx,0.7.1
erdtree,3.1.2~0
erfa,2.0.1
erlang,27.1.3
erlang-cf,0.3.1
erlang-erlware_commons,1.6.0
erlang-getopt,1.0.2
erlang-providers,1.8.1
erlang-rebar,2.6.4+git20180201.b6d3094
erlang-rebar3,3.23.0
erlang-retest,1.1.1+git20160312.ffef7d0
erlang-sd_notify,1.1
erofs-utils,1.8.1
espeak,1.48.04
espeak-ng,1.52.0
espeakedit,1.48.03
etc-update,2.3.31
etcd-for-k8s1.30,3.5.15
etcd-for-k8s1.31,3.5.15
etckeeper,1.18.21
eth-ff,12.1.0.0
etherape,0.9.20
etherdfs,0~20180203
ethflop,0~20191003
ethtool,6.14
eventstat,0.06.00
eventviews,25.04.3
evince,48.1
evolution,3.56.2
evolution-data-server,3.56.2
evolution-ews,3.56.2
evtest,1.36
eww,0.6.0+git53
exaile,4.1.3
exec-maven-plugin,3.5.1
execstack,0.5.0
exempi,2.6.5
exfat-utils,1.4.0
exfatprogs,1.2.5
exif,0.6.22
exim,4.98.2
exiv2,0.28.8
exo,4.20.0
expat,2.7.4
expect,5.45.4
expected-lite,0.8.0
extension-manager,0.6.3
extra166y,1.7.0
extrace,0.9
extractpdfmark,1.1.1
extreme-tuxracer,0.8.4
extundelete,0.2.4
eyeD3,0.9.7
eyedropper,2.0.1
ez-ipupdate,3.0.11b8
eza,0.20.4
f2c,20210928
f2fs-tools,1.16.0
fIcy,1.0.21
faad2,2.11.2
fabtests,2.4.0
facedetect,0.1
facetimehd,0.6.8.2
facetimehd-firmware,1.0
faenza-icon-theme,1.3.1
fail2ban,1.1.0
fake-gcs-server,1.52.2
fake-hwclock,0.13
fakechroot,2.20.1
fakeroot,1.36
falcoctl,0.10.0
falcosidekick,2.30.0
falkon,25.04.3
fann,2.2.0
farbfeld,4
farstream,0.2.9+5
fast_float,7.0.0
fastfetch,2.48.0
fastjar,0.98
fastjet,3.4.2
fastjet-contrib,1.053
fastlzlib,0.0+git.20150524
fatcat,1.1.1
fatrace,0.17.0
fatsort,1.6.5.640
fbi,2.14
fbreader,0.99.4
fcft,3.3.2
fcitx5,5.1.13
fcitx5-anthy,5.1.7
fcitx5-chewing,5.1.8
fcitx5-chinese-addons,5.1.9
fcitx5-configtool,5.1.10
fcitx5-gtk,5.1.4
fcitx5-hangul,5.1.7
fcitx5-kkc,5.1.7
fcitx5-libthai,5.1.6
fcitx5-lua,5.0.15
fcitx5-lua-migration-reminder,1.0.1
fcitx5-m17n,5.1.4
fcitx5-qt,5.1.10
fcitx5-rime,5.1.10
fcitx5-sayura,5.1.4
fcitx5-skk,5.1.7
fcitx5-table-extra,5.1.8
fcitx5-table-other,5.1.5
fcitx5-unikey,5.1.7
fcitx5-zhuyin,5.1.4
fclones,0.34.0
fcoe-utils,1.0.34
fd,10.2.0
fde-tools,0.7.3
fdk-aac-free,2.0.0
fdo-client,1.1.4+git20221209.c8ef757
fdupes,2.3.1
featherpad,1.5.1
fec,3.0.0+git.20160910
feedbackd,0.5.0
feh,3.10.3
felix-bundlerepository,2.0.10
felix-gogo-command,1.1.2
felix-gogo-parent,5
felix-gogo-runtime,1.1.6
felix-gogo-shell,1.1.4
felix-osgi-obr,1.0.2
felix-parent,8
felix-scr,2.1.30
felix-shell,1.4.3
felix-utils,1.11.4
fence-agents,4.16.0+git.1758188595.5a0c09a2
feroxbuster,2.11.0
festival,2.5.0
fetchmail,6.5.2
ffado,2.4.9
ffado-mixer,2.4.9
ffcall,2.5
ffmpeg-4,4.4.5
ffmpeg-7,7.1.2
ffmpegthumbnailer,2.2.2
ffmpegthumbs,25.04.3
ffmpegthumbs-kf5,25.04.3
ffms2,5.0+0
ffnvcodec,12.2.72.0
fftw3,3.3.10
figlet,2.2.5
file,5.46
file-roller,44.5
fileb0x,v1.1.1~git10.d54f404
filebench,1.4.9.1+git.20200220
filelight,25.04.3
filesystem,84.87
filezilla,3.69.3
fillup,1.42
finalcut,0.9.1
findutils,4.10.0
fio,3.38
fipscheck,1.7.0
firefox-esr-branding-openSUSE,68
firejail,0.9.72
firetools,0.9.72
firewalld,2.3.2
firewalld-macros,2.3.2
firstyear-b612-fonts,4.20.69
fish,4.0.1
five-or-more,48.1
fixmath,2022.07.20
flac,1.4.3
flacon,11.4.0
flake-pilot,3.1.28
flameshot,12.1.0
flann,1.9.2
flashfocus,2.4.1
flashrom,1.3.0
flatbuffers,25.2.10
flatpak,1.16.0
flatpak-builder,1.4.4
flatpak-kcm6,6.4.2
flatpak-xdg-utils,1.0.6
flatten-maven-plugin,1.6.0
flex,2.6.4
flint,3.1.3
flite,2.2
flnews,1.2.1
flocc,0.1
flom,1.6.1
flowgrind,0.8.2
fltk,1.3.9
fluid-soundfont,3.1
fluidsynth,2.5.2
flute,1.3.0
flux,0.195.2
fluxbox,1.3.7
fly,2.0.1
fmt,11.1.4
fmt-10,10.2.1
fmt-9,9.1.0
fnm,1.37.2
fnott,1.7.0
focus-stack,1.4
focuswriter,1.8.12
foliate,3.1.1
folks,0.15.9
foma,0.10.0+git22
fonehome,1.2.2
font-util,1.4.1
fontawesome-fonts,6.5.2
fontconfig,2.16.0
fontforge,20251009
fontpackages,0.2
fonts-config,20231210+git0.f7216ba
fonttosfnt,1.2.4
fontweak,1.3.1
foot,1.23.1
forgejo-cli,0.1.1
forgejo-longterm,11.0.3
forkstat,0.03.02
form,4.3.0
fortune,2.10.0
fossil,2.24
fox16,1.6.57
fpc,3.2.2
fpc-doc,3.2.2
fping,5.2
fplll,5.4.5
fq,0.13.0
fractal,12.0
frame,2.5.0+bzr20160809
framel,8.47.3
framework-ectool,1+git20240623.0ac6155
framework-inputmodule-control,0.2.0
framework-laptop,1+git20240915.6164bc3
framework_tool,0.4.5
frameworkintegration,5.116.0
francis,25.04.3
freealut,1.1.0
freecell-solver,6.12.0
freeciv,3.2.4
freedoom,0.13.0
freedoom-freedm,0.13.0
freedup,1.6~3
freeglut,3.2.2
freeimage,3.18.0.1909
freeipmi,1.6.16
freeradius-client,1.1.7
freeradius-server,3.2.5
freerdp,3.22.0
freerdp2,2.11.7
freesrp,0.3.0
freetds,1.4.17
freetype2,2.14.2
freexl,2.0.0
frei0r-plugins,2.3.3
frescobaldi,4.0.2
fribidi,1.0.15
frizbee,0.1.2
frog-protocols,0.01
frogr,1.8.1
frozen,1.2.0
frr,10.5.1
fs-check,0.9
fs-uae,3.1.66
fs-uae-launcher,3.1.68
fs_mark,3.3
fsarchiver,0.8.7
fscrypt,0.3.5
fstail,0.1.0
fstl,0.10.0
fstrcmp,0.7.D001
fstrm,0.6.1
fsverity-utils,1.6
fsvs,1.2.13
fswatch,1.17.1
ft2demos,2.14.2
ft2play,0~git20230215
ftgl,2.4.0
ftp,0.17
ftxui,5.0.0
fuc,2.2.0
fudo,0
fuse,2.9.9
fuse-exfat,1.4.0
fuse-oscfs,0.9.0
fuse-overlayfs,1.15
fuse2fs,1.47.0
fuse3,3.16.2
fuseiso,20070708
fusesmb,0.8.7
fusesource-pom,1.12
futuresql-qt5,0.1.1
futuresql-qt6,0.1.1
fuzzel,1.11.1
fvwm2,2.7.0
fwknop,2.6.11
fwknop-gui,1.3.1
fwts,25.03.00
fwupd,2.0.20
fwupd-efi,1.8
fx,35.0.0
fxload,2013_01_03
fyi,1.0.4
fzf,0.55.0
g810-led,0.4.3
gajim,2.2.0
galera-4,26.4.22
gama,2.30
gamemode,1.8.2
gammaray,3.2.1
gammaray-qt6,3.2.1
gammastep,2.0.9
gap,4.13.0
gap-4ti2interface,2023.02.04
gap-ace,5.6.2
gap-aclib,1.3.2
gap-agt,0.3.1
gap-alnuth,3.2.1
gap-anupq,3.3.0
gap-atlasrep,2.1.8
gap-autodoc,2023.06.19
gap-automata,1.15
gap-automgrp,1.3.2
gap-autpgrp,1.11
gap-browse,1.8.21
gap-cap,2024.09.08
gap-caratinterface,2.3.6
gap-cddinterface,2022.11.01
gap-circle,1.6.6
gap-classicpres,1.22
gap-cohomolo,1.6.11
gap-congruence,1.2.7
gap-corelg,1.57
gap-crime,1.6
gap-crisp,1.4.6
gap-crypting,0.10.5
gap-cryst,4.1.27
gap-crystcat,1.1.10
gap-ctbllib,1.3.9
gap-cubefree,1.19
gap-curlinterface,2.4.0
gap-cvec,2.8.2
gap-datastructures,0.3.0
gap-deepthought,1.0.6
gap-design,1.8
gap-difsets,2.3.1
gap-digraphs,1.9.0
gap-edim,1.3.8
gap-example,4.3.4
gap-examplesforhomalg,2023.10.01
gap-factint,1.6.3
gap-ferret,1.0.14
gap-fga,1.5.0
gap-fining,1.5.6
gap-float,1.0.4
gap-format,1.4.4
gap-forms,1.2.12
gap-fplsa,1.2.6
gap-fr,2.4.13
gap-fwtree,1.3
gap-gapdoc,1.6.7
gap-gauss,2023.02.04
gap-gaussforhomalg,2023.11.01
gap-gbnp,1.0.5
gap-generalizedmorphismsforcap,2024.09.02
gap-genss,1.6.8
gap-gradedmodules,2024.01.01
gap-gradedringforhomalg,2023.08.01
gap-grape,4.9.2
gap-groupoids,1.76
gap-grpconst,2.6.5
gap-guarana,0.96.3
gap-guava,3.19
gap-hap,1.65
gap-hapcryst,0.1.15
gap-hecke,1.5.4
gap-help,4.0
gap-homalg,2024.01.01
gap-homalgtocas,2023.11.01
gap-idrel,2.48
gap-images,1.3.3
gap-intpic,0.3.0
gap-io,4.9.0
gap-io_forhomalg,2023.02.04
gap-irredsol,1.4.4
gap-itc,1.5.1
gap-json,2.2.2
gap-kan,1.37
gap-kbmag,1.5.11
gap-laguna,3.9.7
gap-liealgdb,2.2.1
gap-liepring,2.9.1
gap-liering,2.4.2
gap-linearalgebraforcap,2024.02.02
gap-localizeringforhomalg,2023.10.01
gap-loops,3.4.3
gap-lpres,1.0.3
gap-majoranaalgebras,1.5.2
gap-mapclass,1.4.6
gap-matgrp,0.70
gap-matricesforhomalg,2024.02.01
gap-modisom,3.0.0
gap-modules,2024.01.01
gap-monoidalcategories,2024.02.04
gap-nconvex,2022.09.01
gap-nilmat,1.4.2
gap-nock,1.5
gap-normalizinterface,1.3.7
gap-nq,2.5.11
gap-numericalsgps,1.4.0
gap-openmath,11.5.3
gap-orb,4.9.1
gap-patternclass,2.4.5
gap-permut,2.0.5
gap-polenta,1.3.10
gap-polycyclic,2.16
gap-polymaking,0.8.7
gap-primgrp,3.4.4
gap-profiling,2.6.0
gap-qpa,1.35
gap-quagroup,1.8.4
gap-radiroot,2.9
gap-rcwa,4.7.1
gap-rds,1.8
gap-recog,1.4.3
gap-repndecomp,1.3.0
gap-repsn,3.1.2
gap-resclasses,4.7.3
gap-ringsforhomalg,2023.11.02
gap-sco,2023.08.01
gap-scscp,2.4.3
gap-semigroups,5.3.7
gap-sglppow,2.4
gap-sgpviz,0.999.6
gap-simpcomp,2.1.14
gap-singular,2024.06.03
gap-sl2reps,1.1
gap-sla,1.6.2
gap-smallgrp,1.5.3
gap-smallsemi,0.7.0
gap-sonata,2.9.6
gap-sophus,1.27
gap-spinsym,1.5.2
gap-standardff,1.0
gap-symbcompcc,1.3.2
gap-thelma,1.3
gap-tomlib,1.2.11
gap-toolsforhomalg,2023.11.01
gap-toric,1.9.6
gap-toricvarieties,2022.07.13
gap-transgrp,3.6.5
gap-ugaly,4.1.3
gap-unipot,1.6
gap-unitlib,4.2.0
gap-utils,0.86
gap-uuid,0.7
gap-walrus,0.9991
gap-wedderga,4.10.5
gap-xgap,4.32
gap-xmod,2.92
gap-xmodalg,1.23
gap-yangbaxter,0.10.6
gap-zeromqinterface,0.14
garage,1.0.1
garlic,1.6
gasket-driver,1.0.18_5815ee3
gaupol,1.14.1
gavl,1.4.0rsvn4256
gawk,5.3.2
gbdfed,1.6
gc,8.2.8
gcab,1.6
gcal,4.1
gcalcli,4.3.0+git14.3e616f7
gcc,15
gcc13,13.4.0+git9739
gcc13-testresults,13.4.0+git9739
gcc15,15.2.0+git10201
gcc15-testresults,15.2.0+git10201
gccmakedep,1.0.4
gcdemu,3.2.6
gcin,2.9.0
gcolor2,0.4
gcolor3,2.4.0
gcompris-qt,4.1
gcompris-qt-voices,4.1~20240524
gcovr,6.0
gcr,4.4.0.1
gcr3,3.41.2
gcstar,1.8.0
gd,2.3.3
gdal,3.11.3
gdb,16.3
gdb-testresults,16.3
gdbm,1.24
gdcm,3.0.24
gdk-pixbuf,2.42.12
gdk-pixbuf-xlib,2.40.2
gdm,48.0
gdm-branding-openSUSE,15.1
gdmd,20210818T144245
gdu,5.28.0
geany,2.0
gearlever,2.0.7
geary,46.0
gebaar-libinput,0.0.5
gecode,6.3.0~git20211208.6b09bea4
gede,2.19.3
gedit,48.2
gedit-plugins,48.2
geeqie,2.4
gegl,0.4.62
genders,1.32
gengetopt,2.23
gensio,2.8.2
geoclue2,2.7.1
geocode-glib,3.26.4
geocode-glib-soup2,3.26.4
geoipupdate,7.1.1
geos,3.12.2
geotiff,1.7.3
gerbera,2.5.0
gerbv,2.10.0
geronimo-specs,1.2
gettext-java,0.22.5
gettext-runtime,0.22.5
gf2x,1.3.0
gfan,0.7
gflags,2.2.2
gflags-static,2.2.2
gfs2-utils,3.5.1
gfxboot,4.5.104
gh,2.58.0
ghc,9.8.3
ghc-DAV,1.3.4
ghc-Decimal,0.5.2
ghc-Diff,0.4.1
ghc-Glob,0.10.2
ghc-HTTP,4000.4.1
ghc-HUnit,1.6.2.0
ghc-HsYAML,0.2.1.4
ghc-IfElse,0.85
ghc-JuicyPixels,3.3.9
ghc-OneTuple,0.4.2
ghc-Only,0.1
ghc-QuickCheck,2.14.3
ghc-SHA,1.6.4.4
ghc-SafeSemaphore,0.10.1
ghc-StateVar,1.2.2
ghc-X11,1.10.3
ghc-X11-xft,0.3.4
ghc-adjunctions,4.4.2
ghc-aeson,2.2.3.0
ghc-aeson-pretty,0.8.10
ghc-alsa-core,0.5.0.1
ghc-alsa-mixer,0.3.0.1
ghc-ansi-terminal,1.0.2
ghc-ansi-terminal-types,0.11.5
ghc-appar,0.1.8
ghc-asn1-encoding,0.9.6
ghc-asn1-parse,0.9.5
ghc-asn1-types,0.3.4
ghc-assoc,1.1.1
ghc-async,2.2.5
ghc-attoparsec,0.14.4
ghc-attoparsec-aeson,2.2.2.0
ghc-auto-update,0.1.6
ghc-aws,0.24.2
ghc-base-compat,0.13.1
ghc-base-compat-batteries,0.13.1
ghc-base-orphans,0.9.2
ghc-base-unicode-symbols,0.2.4.2
ghc-base16-bytestring,1.0.2.0
ghc-base64,0.4.2.4
ghc-base64-bytestring,1.2.1.0
ghc-basement,0.0.16
ghc-bencode,0.6.1.1
ghc-bifunctors,5.6.2
ghc-bimap,0.5.0
ghc-binary-orphans,1.0.5
ghc-bitvec,1.1.5.0
ghc-blaze-builder,0.4.2.3
ghc-blaze-html,0.9.2.0
ghc-blaze-markup,0.8.3.0
ghc-bloomfilter,2.0.1.2
ghc-boring,0.2.2
ghc-brick,2.4
ghc-bsb-http-chunked,0.0.0.4
ghc-byteable,0.1.1
ghc-byteorder,1.0.4
ghc-cabal-doctest,1.0.10
ghc-cabal-install-solver,3.10.3.0
ghc-cairo,0.13.11.0
ghc-call-stack,0.4.0
ghc-case-insensitive,1.2.1.0
ghc-cassava,0.5.3.2
ghc-cassava-megaparsec,2.0.4
ghc-cborg,0.2.10.0
ghc-cereal,0.5.8.3
ghc-character-ps,0.1
ghc-cipher-aes,0.2.11
ghc-citeproc,0.8.1.1
ghc-clientsession,0.9.3.0
ghc-clock,0.8.4
ghc-cmdargs,0.10.22
ghc-code-page,0.2.1
ghc-colour,2.3.6
ghc-colourista,0.1.0.2
ghc-commonmark,0.2.6.1
ghc-commonmark-extensions,0.2.5.5
ghc-commonmark-pandoc,0.2.2.2
ghc-commutative-semigroups,0.1.1.0
ghc-comonad,5.0.8
ghc-concurrent-output,1.10.21
ghc-conduit,1.3.6
ghc-conduit-extra,1.3.6
ghc-config-ini,0.2.7.0
ghc-constraints,0.14.2
ghc-contravariant,1.5.5
ghc-control-monad-free,0.6.2
ghc-cookie,0.4.6
ghc-criterion,1.6.4.0
ghc-criterion-measurement,0.2.3.0
ghc-crypto-api,0.13.3
ghc-crypto-cipher-types,0.0.9
ghc-crypto-token,0.1.1
ghc-cryptohash-md5,0.11.101.0
ghc-cryptohash-sha1,0.11.101.0
ghc-cryptohash-sha256,0.11.102.1
ghc-crypton,1.0.1
ghc-crypton-connection,0.3.2
ghc-crypton-x509,1.7.7
ghc-crypton-x509-store,1.6.9
ghc-crypton-x509-system,1.6.7
ghc-crypton-x509-validation,1.6.12
ghc-cryptonite,0.30
ghc-cryptonite-conduit,0.2.2
ghc-css-text,0.1.3.0
ghc-csv,0.1.2
ghc-data-clist,0.2
ghc-data-default,0.7.1.3
ghc-data-default-class,0.1.2.2
ghc-data-default-instances-containers,0.1.0.3
ghc-data-default-instances-dlist,0.0.1.2
ghc-data-default-instances-old-locale,0.0.1.2
ghc-data-fix,0.3.4
ghc-dbus,1.3.3
ghc-dec,0.0.6
ghc-dense-linear-algebra,0.1.0.0
ghc-deriving-aeson,0.2.9
ghc-digest,0.0.2.1
ghc-digits,0.3.1
ghc-disk-free-space,0.1.0.1
ghc-distributive,0.6.2.1
ghc-djot,0.1.2.2
ghc-dlist,1.0
ghc-doclayout,0.5
ghc-doctemplates,0.11.0.1
ghc-easy-file,0.2.5
ghc-echo,0.1.4
ghc-ed25519,0.0.5.0
ghc-edit-distance,0.2.2.1
ghc-email-validate,2.3.2.21
ghc-emojis,0.1.4.1
ghc-entropy,0.4.1.10
ghc-extensible-exceptions,0.1.1.4
ghc-extra,1.7.16
ghc-fast-logger,3.2.4
ghc-fdo-notify,0.3.1
ghc-feed,1.3.2.1
ghc-fgl,5.8.3.0
ghc-file-embed,0.0.16.0
ghc-file-io,0.1.5
ghc-filepath-bytestring,1.4.100.3.2
ghc-filepattern,0.1.3
ghc-foldl,1.4.17
ghc-free,5.2
ghc-fsnotify,0.4.1.0
ghc-generically,0.1.1
